image,tile,label,r,g,b,h,s,v
40,"(2, 3)",forest,46.0366,49.7468,23.7295,38.0106,149.1558,52.333
40,"(2, 4)",grassland,71.0778,113.8816,19.537,43.6131,209.6911,113.8869
40,"(3, 0)",lake,11.3294,56.9725,127.4125,98.6836,243.2361,134.7218
40,"(3, 1)",forest,44.6663,44.8996,20.7121,38.1635,162.1942,52.4946
40,"(3, 2)",forest,36.116,39.4545,20.0279,38.9314,142.4673,41.0104
40,"(3, 3)",grassland,53.2838,85.0164,12.5981,43.277,217.9316,85.2445
40,"(3, 4)",grassland,57.0529,91.272,20.2595,45.1899,197.9238,91.3432
40,"(4, 0)",lake,6.4142,45.1928,113.305,101.753,239.0805,116.083
40,"(4, 1)",field,115.2528,97.2833,8.2768,30.143,234.2465,119.3991
40,"(4, 2)",lake,13.4995,47.3107,103.6708,95.3527,222.8127,109.093
40,"(4, 3)",grassland,59.3914,65.6934,21.0954,35.8248,188.7369,75.3475
40,"(4, 4)",lake,12.4302,54.1717,119.7667,105.3634,223.6348,121.3283
41,"(0, 0)",field,166.4846,140.465,6.7212,24.6564,242.7629,166.4846
41,"(0, 1)",swamp,103.2575,92.3633,66.0104,20.835,89.8038,103.2674
41,"(0, 2)",field,149.4111,123.3095,14.7417,23.5846,225.9293,149.4166
41,"(0, 3)",forest,41.0009,47.8877,17.0341,43.441,144.1356,50.1463
41,"(0, 4)",lake,38.5016,66.2868,106.1001,83.5654,212.4391,128.174
41,"(1, 0)",grassland,95.5984,96.7445,32.4731,31.4881,180.5111,111.7076
41,"(1, 1)",grassland,78.5876,119.1007,31.398,44.4231,187.6448,119.2501
41,"(1, 2)",field,169.4749,144.5651,8.7412,25.5291,241.7412,170.1281
41,"(1, 3)",field,169.7751,143.7251,6.3229,25.3006,245.316,169.9344
41,"(1, 4)",lake,5.192,60.8872,145.6827,105.8423,246.6287,147.4673
41,"(2, 0)",forest,37.8987,45.9741,17.1772,42.6973,152.0719,48.0126
41,"(2, 1)",lake,35.0381,70.1764,114.2913,83.0138,221.5973,137.1147
41,"(2, 2)",lake,7.4527,62.7141,147.7164,104.5513,241.0614,150.0534
41,"(2, 3)",lake,4.1443,67.1888,160.3365,106.5781,248.5305,161.755
41,"(2, 4)",lake,1.6092,69.7041,166.9083,107.5743,252.1204,166.9313
41,"(3, 0)",mine,58.8575,48.631,29.9018,47.856,98.5456,59.2825
41,"(3, 1)",swamp,88.2875,77.9227,53.6238,24.8347,114.4904,90.0174
41,"(3, 2)",field,171.4641,144.0492,5.3533,25.8336,245.8345,172.0962
41,"(3, 3)",forest,47.7899,51.034,26.8249,38.8838,145.3686,55.5883
41,"(3, 4)",lake,6.1434,71.7708,160.9384,104.5799,240.0405,161.8334
41,"(4, 0)",mine,67.3653,55.1499,32.8503,43.2036,112.7208,67.8574
41,"(4, 1)",field,170.8768,144.0172,3.4177,25.0527,248.3872,170.8783
41,"(4, 2)",field,175.7709,146.2948,4.369,24.7973,248.6765,175.7709
41,"(4, 3)",forest,39.9896,50.703,16.8385,43.6147,160.4529,51.9002
41,"(4, 4)",home,117.7724,115.6072,72.7606,27.3679,102.5988,120.6081
42,"(0, 0)",field,142.9615,118.5309,20.5863,23.2241,211.9941,142.9648
42,"(0, 1)",lake,18.6816,61.2967,126.922,98.1394,230.4819,136.9369
42,"(0, 2)",lake,6.0115,60.3908,147.792,105.0214,233.1731,148.5132
42,"(0, 3)",forest,30.5016,40.0544,22.0398,53.0116,108.8861,40.6702
42,"(0, 4)",forest,33.2795,39.0801,21.9051,47.7994,106.4561,40.5085
42,"(1, 0)",field,163.1321,137.1895,10.9757,24.5748,235.741,163.1321
42,"(1, 1)",field,162.3735,137.5369,13.3732,27.5244,236.8146,164.9279
42,"(1, 2)",forest,46.9878,49.8175,34.4396,47.5839,85.5429,51.9645
42,"(1, 3)",forest,30.9329,38.9498,25.9013,57.6399,87.7989,39.0298
42,"(1, 4)",forest,30.0603,37.8502,23.9571,56.3117,89.9367,38.0164
42,"(2, 0)",field,156.8179,129.8894,8.4067,24.5298,238.3358,156.8286
42,"(2, 1)",lake,37.5954,64.9397,103.7341,84.4973,215.2043,126.5489
42,"(2, 2)",forest,32.8936,41.0308,28.1505,53.9603,102.728,44.255
42,"(2, 3)",forest,28.5576,36.7639,20.127,48.2058,109.8871,36.7858
42,"(2, 4)",swamp,77.2157,70.0034,53.9147,21.681,81.4863,77.2486
42,"(3, 0)",field,166.4471,139.3638,4.031,24.7015,247.3296,166.4471
42,"(3, 1)",lake,41.0667,64.6105,96.9383,80.3243,216.9349,124.2343
42,"(3, 2)",lake,6.9126,60.5112,148.502,104.9315,240.8541,150.5349
42,"(3, 3)",forest,39.9447,42.7471,23.4319,40.5097,132.1155,45.2144
42,"(3, 4)",mine,46.2297,38.5675,25.1871,48.022,92.5853,46.8292
42,"(4, 0)",field,167.5075,139.7738,6.267,24.4973,242.4002,167.5075
42,"(4, 1)",field,169.3439,142.361,5.3653,24.9166,245.6321,169.3439
42,"(4, 2)",field,166.1665,139.0632,7.7595,24.8997,242.6918,166.1695
42,"(4, 3)",forest,40.7999,44.3181,26.9187,42.0923,111.7103,46.6236
42,"(4, 4)",home,73.6903,81.6882,88.0623,65.9424,63.2957,93.1975
43,"(0, 0)",forest,59.34,56.7431,27.0349,35.0668,149.2656,64.1037
43,"(0, 1)",forest,36.0501,46.9007,15.9199,42.5178,155.8842,47.2561
43,"(0, 2)",forest,37.814,48.6291,18.6635,42.3761,149.2933,48.8199
43,"(0, 3)",field,152.0618,126.1121,13.959,24.05,227.8857,152.3554
43,"(0, 4)",field,152.5495,126.3994,18.0984,23.5374,221.14,152.56
43,"(1, 0)",grassland,89.8557,122.4731,23.5768,39.4256,207.2514,125.3549
43,"(1, 1)",grassland,87.3225,120.8908,17.1234,39.5827,220.0264,121.3426
43,"(1, 2)",grassland,86.392,126.4377,22.7687,42.1502,209.1479,126.5389
43,"(1, 3)",field,149.6738,124.1947,15.3174,23.8588,225.5632,150.351
43,"(1, 4)",mine,49.6702,43.4266,27.6431,53.2554,75.3924,50.0956
43,"(2, 0)",lake,22.5623,60.0034,119.3767,94.7252,225.1011,130.7253
43,"(2, 1)",grassland,75.7642,88.0027,31.3689,38.8465,203.6992,104.001
43,"(2, 2)",home,90.3055,95.6133,76.1484,36.916,64.9113,98.2517
43,"(2, 3)",field,159.3103,136.9539,10.9163,26.8521,231.8148,160.5633
43,"(2, 4)",mine,47.5549,41.8345,28.1165,47.0801,72.686,48.39
43,"(3, 0)",swamp,74.1214,61.8298,39.7671,26.6648,137.0613,76.1548
43,"(3, 1)",grassland,69.3344,103.9905,12.8447,42.2545,226.5354,105.4136
43,"(3, 2)",grassland,65.8104,78.7818,13.8719,35.2578,216.3893,88.1685
43,"(3, 3)",field,145.655,123.0255,2.2882,25.3934,250.4793,146.6407
43,"(3, 4)",grassland,66.2916,103.1024,20.3453,44.6725,203.6116,103.8597
43,"(4, 0)",lake,6.4499,41.5014,107.4009,103.3492,231.8731,109.2842
43,"(4, 1)",grassland,55.4448,62.6039,21.7261,37.2986,190.1781,73.5557
43,"(4, 2)",grassland,52.9547,83.3419,18.243,45.1538,201.0962,83.8693
43,"(4, 3)",grassland,56.2478,84.2897,24.1571,44.7208,182.8394,85.964
43,"(4, 4)",grassland,52.8803,85.7257,31.5008,49.3145,162.7603,85.8003
44,"(0, 0)",field,165.6847,140.8962,5.3838,25.0424,245.2853,165.6847
44,"(0, 1)",swamp,100.2668,90.0392,65.8662,20.9552,87.8509,100.2745
44,"(0, 2)",field,149.6864,124.5749,14.2132,23.8538,226.5741,149.695
44,"(0, 3)",forest,37.7345,46.3233,16.5673,45.0693,143.7561,47.4879
44,"(0, 4)",lake,35.0456,65.8969,108.9032,86.3795,213.7947,128.4069
44,"(1, 0)",grassland,93.3281,95.921,31.472,31.9873,181.3362,110.2379
44,"(1, 1)",grassland,77.3737,117.929,31.1765,44.5864,187.6074,118.0639
44,"(1, 2)",field,169.7273,145.034,8.7046,25.5506,241.9589,170.0696
44,"(1, 3)",field,169.7125,143.779,6.4766,25.3428,245.318,169.8425
44,"(1, 4)",lake,4.604,61.7396,146.8145,106.1686,247.1817,148.1644
44,"(2, 0)",forest,35.9581,44.1448,15.8673,42.8954,151.493,45.8882
44,"(2, 1)",lake,33.9997,69.6027,115.2897,84.2121,221.3308,137.1906
44,"(2, 2)",lake,7.872,62.1961,147.0888,104.6195,240.9689,149.7083
44,"(2, 3)",lake,4.1571,66.9037,159.8326,106.5571,248.8487,161.3216
44,"(2, 4)",lake,1.6991,69.8765,167.3732,107.6018,252.0427,167.3886
44,"(3, 0)",mine,56.2191,46.8168,28.4799,47.0449,98.8926,56.7378
44,"(3, 1)",swamp,86.9011,77.5481,54.2025,25.3104,116.6602,90.1224
44,"(3, 2)",field,168.0215,142.2307,5.8092,26.7124,247.9242,169.9489
44,"(3, 3)",forest,45.25,49.7601,27.6411,40.9983,148.1003,54.7005
44,"(3, 4)",lake,16.2355,68.7925,138.4645,99.5908,209.5243,141.2823
44,"(4, 0)",mine,64.8939,53.2575,31.5954,40.3953,111.323,65.3807
44,"(4, 1)",field,169.9245,143.6375,4.0329,25.0619,247.6577,169.9245
44,"(4, 2)",field,173.6059,144.7571,3.6888,24.857,249.6958,173.6059
44,"(4, 3)",forest,36.0163,46.9834,16.0169,43.9341,160.0712,47.6647
44,"(4, 4)",home,81.0954,76.2386,43.0614,34.2113,124.687,82.8661
45,"(0, 0)",forest,33.1038,40.7642,12.2079,43.9731,174.1089,43.5945
45,"(0, 1)",field,156.3783,132.1849,3.2814,25.3642,248.1389,156.7387
45,"(0, 2)",swamp,75.633,64.052,37.5586,22.1652,132.2545,75.7967
45,"(0, 3)",field,159.7976,134.8611,1.7212,25.2408,251.919,159.8049
45,"(0, 4)",grassland,80.1573,111.2123,22.3302,40.4986,204.47,111.6517
45,"(1, 0)",forest,34.9665,44.8816,29.0792,56.2933,146.5058,50.8129
45,"(1, 1)",field,158.1224,134.6618,3.5797,25.6469,248.2862,158.3018
45,"(1, 2)",swamp,92.3115,87.9364,76.1802,22.2914,46.9182,92.3292
45,"(1, 3)",swamp,76.0803,66.0399,42.4113,24.1201,123.2476,76.3619
45,"(1, 4)",swamp,75.595,67.7778,50.0348,23.5405,93.8089,75.7701
45,"(2, 0)",home,63.083,67.9301,77.0884,74.4124,104.3404,90.5931
45,"(2, 1)",field,154.4831,130.5225,3.4738,26.1482,245.5326,154.5259
45,"(2, 2)",mine,51.7156,44.4101,29.9932,46.05,87.8738,52.3196
45,"(2, 3)",swamp,79.1454,68.2009,45.6061,21.8378,109.1947,79.3935
45,"(2, 4)",swamp,86.1569,81.9312,68.0839,26.3095,63.1255,87.3559
45,"(3, 0)",forest,39.0933,44.4812,21.6739,45.736,127.893,47.632
45,"(3, 1)",field,161.5192,137.9441,4.6113,25.883,245.3592,161.8532
45,"(3, 2)",field,164.586,140.7276,10.8004,25.3162,238.6414,164.586
45,"(3, 3)",lake,33.3347,63.1218,108.7842,85.5315,208.6445,124.961
45,"(3, 4)",lake,1.3957,67.3682,165.5152,107.9364,252.6743,165.5152
45,"(4, 0)",forest,36.6431,46.026,21.2806,47.582,126.715,47.6402
45,"(4, 1)",forest,45.2608,50.0515,28.6228,41.7188,117.2896,51.9989
45,"(4, 2)",forest,34.9954,43.3795,20.5673,48.6457,117.3142,43.964
45,"(4, 3)",lake,30.5344,70.8587,126.7789,88.6579,218.6274,143.0016
45,"(4, 4)",lake,2.7701,69.8135,165.9993,107.7612,248.4884,166.0027
46,"(0, 0)",field,143.6172,120.735,22.2738,23.4603,209.0426,143.6223
46,"(0, 1)",lake,23.7361,66.6209,126.4845,95.2839,232.936,142.0236
46,"(0, 2)",lake,6.2087,60.0678,147.2317,105.695,232.9957,147.9336
46,"(0, 3)",forest,29.2773,41.1932,26.4774,53.0858,128.7271,46.514
46,"(0, 4)",forest,33.6944,40.199,20.0717,45.7741,121.6808,41.9811
46,"(1, 0)",field,163.1627,138.4952,13.3335,24.7609,232.2613,163.1627
46,"(1, 1)",field,164.804,140.5983,16.4875,27.5005,232.2235,167.2346
46,"(1, 2)",forest,54.5448,55.9945,36.4176,47.7374,87.2584,59.5861
46,"(1, 3)",forest,32.6986,41.137,28.1587,59.1333,85.0587,41.2403
46,"(1, 4)",forest,31.4785,39.9309,25.9204,57.2026,88.7471,40.0378
46,"(2, 0)",field,156.5945,130.0003,11.6252,24.6865,232.7197,156.6102
46,"(2, 1)",lake,46.167,70.7468,100.4649,80.8347,208.9214,129.0296
46,"(2, 2)",forest,32.4686,44.127,39.9165,62.1053,102.3599,53.2616
46,"(2, 3)",forest,30.4867,38.6427,23.314,51.3247,96.0257,38.705
46,"(2, 4)",swamp,76.641,71.0592,55.7689,23.1502,74.1183,77.0911
46,"(3, 0)",field,166.3696,139.7493,4.8682,24.6829,245.3908,166.3696
46,"(3, 1)",lake,49.4227,70.4707,93.3525,76.3059,217.1251,128.6842
46,"(3, 2)",lake,7.5492,62.2868,150.6316,104.7036,240.6608,152.8229
46,"(3, 3)",forest,39.8952,44.4441,29.2954,44.2081,133.8652,50.6141
46,"(3, 4)",mine,47.8297,41.6021,28.1905,48.5063,98.4775,50.0344
46,"(4, 0)",field,166.8052,139.7069,6.1266,24.5819,242.5046,166.8052
46,"(4, 1)",field,170.2956,143.7689,6.6456,25.0153,243.5826,170.2956
46,"(4, 2)",field,169.9981,143.6114,9.3498,25.0942,240.7135,169.9981
46,"(4, 3)",forest,47.4892,48.5447,26.0973,40.1615,121.1607,52.4294
46,"(4, 4)",home,50.9515,52.887,46.631,58.3262,97.5345,60.9287
47,"(0, 0)",forest,55.8539,55.5164,26.8213,35.9473,146.736,61.0251
47,"(0, 1)",forest,35.8126,46.4134,16.5016,42.8833,151.6637,46.6809
47,"(0, 2)",forest,37.2225,48.0906,18.6245,42.561,147.4557,48.2731
47,"(0, 3)",field,153.0393,126.7664,13.1644,23.8543,229.7084,153.0921
47,"(0, 4)",field,150.5971,125.2569,17.5965,23.6958,221.66,150.6113
47,"(1, 0)",grassland,87.429,123.5848,23.2488,40.4241,207.3121,124.9131
47,"(1, 1)",grassland,85.2634,118.3532,16.2641,39.5853,220.9299,118.7821
47,"(1, 2)",grassland,80.1863,119.478,18.5074,42.2036,215.1144,119.665
47,"(1, 3)",field,143.1379,118.5042,13.262,23.8023,227.3643,143.2721
47,"(1, 4)",mine,44.1997,39.0417,26.4835,44.7396,69.1841,44.5611
47,"(2, 0)",lake,18.6723,59.1537,121.8638,97.3088,226.2948,130.4839
47,"(2, 1)",grassland,72.4108,84.8162,27.1232,37.3924,199.9181,97.2442
47,"(2, 2)",home,50.3875,51.9162,37.2653,42.5439,90.0775,54.9284
47,"(2, 3)",field,133.6709,115.5027,14.4051,33.5446,213.5596,135.1347
47,"(2, 4)",mine,42.545,38.0574,27.3633,50.7985,69.493,43.5013
47,"(3, 0)",swamp,87.8576,73.3559,46.7695,25.791,135.1222,89.2397
47,"(3, 1)",grassland,76.9779,115.1859,14.3463,42.2406,225.6404,116.0725
47,"(3, 2)",grassland,72.6139,85.7164,14.281,34.7326,218.6016,95.5909
47,"(3, 3)",field,155.886,131.6299,2.3964,25.3304,250.6569,156.2446
47,"(3, 4)",grassland,69.1331,108.274,24.0383,44.5277,198.4682,108.4878
47,"(4, 0)",lake,8.1158,50.2913,120.8235,103.8416,230.6491,123.1089
47,"(4, 1)",grassland,67.5438,74.7004,25.1214,36.0356,187.4574,86.0
47,"(4, 2)",grassland,61.2799,94.9071,20.4384,45.04,197.9497,95.625
47,"(4, 3)",grassland,60.8822,94.0715,26.2661,45.2224,184.4038,95.3307
47,"(4, 4)",grassland,58.4763,93.2545,33.927,48.5884,161.9427,93.3124
48,"(0, 0)",lake,15.7769,56.6372,121.6476,97.0511,230.2996,129.2884
48,"(0, 1)",swamp,77.6727,69.1425,49.9136,28.7169,109.0297,80.4688
48,"(0, 2)",field,166.7345,140.343,2.5682,25.0867,250.9911,166.7345
48,"(0, 3)",forest,33.6006,41.6471,19.0434,45.9198,123.1816,42.2385
48,"(0, 4)",forest,33.4286,42.3794,19.7346,47.6672,123.3706,43.2281
48,"(1, 0)",field,142.3443,118.2291,12.1199,23.8194,229.3378,142.3573
48,"(1, 1)",field,155.5402,129.2563,5.3027,25.0119,245.0983,155.5587
48,"(1, 2)",field,169.1206,142.4951,2.702,25.1161,251.0801,169.1206
48,"(1, 3)",field,167.03,139.3138,2.6307,24.9631,250.5547,167.0487
48,"(1, 4)",forest,44.9921,48.1265,23.2892,37.281,145.2343,50.906
48,"(2, 0)",field,142.9545,118.1782,11.8256,23.6602,229.7618,142.9645
48,"(2, 1)",field,160.8887,135.3884,3.2831,25.4059,247.2146,160.9056
48,"(2, 2)",home,115.1216,111.4176,64.9823,25.8153,106.8252,115.7224
48,"(2, 3)",field,167.7337,140.3692,5.4858,25.0203,246.0464,167.7748
48,"(2, 4)",grassland,45.1971,49.3201,25.7709,39.5271,134.1415,52.0228
48,"(3, 0)",swamp,91.5106,81.481,61.0543,20.5954,91.0172,91.5189
48,"(3, 1)",mine,44.2792,38.2354,25.1237,44.1072,79.0413,44.7613
48,"(3, 2)",mine,53.74,44.4309,25.4025,42.2154,100.8793,54.0151
48,"(3, 3)",field,172.9594,145.1571,1.8818,25.0326,252.2714,172.9594
48,"(3, 4)",field,170.2091,143.4507,6.7706,25.1975,244.1399,170.3495
48,"(4, 0)",swamp,84.028,68.6014,39.3951,19.3944,140.8375,84.0306
48,"(4, 1)",swamp,90.3985,81.7577,57.7597,22.6089,104.7963,90.4405
48,"(4, 2)",swamp,89.4926,77.6601,52.6003,20.5982,114.2605,89.5068
48,"(4, 3)",swamp,85.5071,72.11,44.3472,21.7397,133.3472,85.7869
48,"(4, 4)",swamp,105.2954,97.5461,80.7559,20.6624,63.5763,105.301
49,"(0, 0)",field,150.8409,124.431,3.6951,24.2581,247.256,150.8409
49,"(0, 1)",lake,14.8857,53.0221,119.0848,97.5953,240.2605,128.832
49,"(0, 2)",lake,28.2395,51.8645,92.0689,87.0949,214.7607,108.1631
49,"(0, 3)",forest,30.3277,38.0321,13.1414,47.2065,151.721,39.2397
49,"(0, 4)",forest,36.3686,44.131,26.1344,54.7674,100.3077,46.023
49,"(1, 0)",field,154.1681,127.9875,2.9567,24.6616,249.2564,154.1681
49,"(1, 1)",forest,30.9743,41.0496,22.1955,50.6232,130.6947,44.0058
49,"(1, 2)",mine,54.6875,46.8337,30.2174,46.0532,98.1369,55.5719
49,"(1, 3)",field,152.0378,130.3225,10.7502,29.1287,239.9946,155.4556
49,"(1, 4)",lake,6.9639,64.8492,153.0705,103.9839,239.3237,154.6628
49,"(2, 0)",swamp,77.062,67.5358,45.1391,22.9974,108.5251,77.3316
49,"(2, 1)",grassland,78.5225,110.9467,24.5415,41.2939,198.7212,111.3543
49,"(2, 2)",home,94.3449,84.9185,83.7724,73.6141,40.1446,94.8333
49,"(2, 3)",lake,4.7416,57.5913,145.8311,107.3395,242.6674,146.3226
49,"(2, 4)",lake,5.6236,64.0068,156.7172,105.8768,243.8974,157.8427
49,"(3, 0)",grassland,87.5297,89.6553,28.1091,31.4534,184.3503,102.8546
49,"(3, 1)",grassland,72.998,106.0699,18.9126,41.4117,210.7724,106.1912
49,"(3, 2)",forest,31.7228,39.6138,22.4799,51.7564,100.0728,40.1114
49,"(3, 3)",lake,30.4483,67.3892,121.2077,87.6017,217.1025,137.4199
49,"(3, 4)",lake,33.2112,68.713,120.5223,86.5053,205.3348,135.5358
49,"(4, 0)",field,164.4029,137.7153,2.7516,24.7705,249.9524,164.4029
49,"(4, 1)",field,162.8486,137.0985,4.3476,25.1015,248.1708,162.9187
49,"(4, 2)",forest,46.6548,49.5564,29.6738,41.8202,109.6995,51.982
49,"(4, 3)",forest,32.8891,41.035,23.5794,52.9001,100.977,41.3163
49,"(4, 4)",forest,35.9521,43.4888,26.4015,54.47,95.3476,44.3082
50,"(0, 0)",forest,32.1704,41.5869,18.3771,46.4187,135.9913,42.5973
50,"(0, 1)",forest,31.5442,40.366,17.5339,44.9,134.825,40.5808
50,"(0, 2)",forest,40.6496,43.6118,23.6998,41.0609,133.2341,46.1538
50,"(0, 3)",field,154.1298,128.2809,2.5135,25.0626,249.6762,154.6342
50,"(0, 4)",grassland,60.4634,99.2026,16.8112,44.219,210.6447,100.2433
50,"(1, 0)",forest,35.2975,44.2643,17.4474,44.542,148.3997,46.0453
50,"(1, 1)",forest,41.9634,45.5893,23.4643,40.7417,137.4068,48.0505
50,"(1, 2)",forest,33.6555,40.8806,17.7798,43.2642,132.8646,41.5859
50,"(1, 3)",field,135.9026,112.6531,10.2443,24.1647,232.0124,137.1076
50,"(1, 4)",grassland,71.6747,107.3713,19.4483,42.5617,207.4816,108.6654
50,"(2, 0)",forest,36.5886,42.3622,19.1108,43.1437,137.8662,45.8187
50,"(2, 1)",lake,9.4633,62.3311,143.9149,101.2162,234.078,147.4233
50,"(2, 2)",home,79.7131,88.1827,92.6521,63.9687,68.7755,100.6521
50,"(2, 3)",field,158.8242,132.9224,4.4312,25.1486,247.6172,159.4789
50,"(2, 4)",grassland,68.7495,101.3847,24.2345,43.0259,195.5624,102.8201
50,"(3, 0)",lake,18.8455,69.8974,144.879,94.138,237.3531,156.3532
50,"(3, 1)",lake,34.0558,61.7864,105.8215,85.3263,215.4003,124.6569
50,"(3, 2)",field,157.2863,132.1275,11.1727,26.4678,236.3402,158.3981
50,"(3, 3)",field,139.0599,114.2391,13.0939,23.4543,226.8037,139.066
50,"(3, 4)",mine,44.23,39.151,24.4899,40.6628,79.6896,45.3742
50,"(4, 0)",lake,13.0068,64.3735,140.4859,97.6528,233.5097,146.3869
50,"(4, 1)",lake,3.6118,61.1928,152.8546,108.5097,247.9003,152.855
50,"(4, 2)",lake,6.9973,59.7606,145.8579,107.6671,237.8693,146.1495
50,"(4, 3)",swamp,74.7495,67.0488,49.8854,20.9239,88.2099,74.7638
50,"(4, 4)",mine,45.0296,40.7752,32.6478,47.3486,57.2312,45.7067
51,"(0, 0)",grassland,83.5452,90.3338,18.7273,31.5242,210.2508,101.9289
51,"(0, 1)",grassland,88.2763,122.298,21.7775,40.0462,211.8475,125.5376
51,"(0, 2)",lake,40.5543,68.3545,106.2174,82.1762,214.2533,130.4914
51,"(0, 3)",lake,37.5493,65.8925,106.6626,83.6156,217.7226,129.0558
51,"(0, 4)",field,171.0418,142.8701,8.0412,25.3913,242.8212,171.892
51,"(1, 0)",lake,11.3908,56.3881,123.1053,101.0284,231.3553,127.5964
51,"(1, 1)",forest,52.8806,55.2852,25.8668,36.6084,146.8003,58.9886
51,"(1, 2)",forest,38.1108,48.1217,27.818,48.995,124.1157,52.2897
51,"(1, 3)",mine,53.9895,46.5475,33.175,60.9668,104.071,59.5862
51,"(1, 4)",field,166.7619,140.0827,3.3978,25.5269,247.3469,166.7738
51,"(2, 0)",forest,36.2007,48.8112,20.8331,45.8511,151.9377,50.5648
51,"(2, 1)",forest,37.9905,49.2909,20.0578,43.1501,145.6683,49.446
51,"(2, 2)",home,91.2494,94.5012,77.1025,35.4096,64.576,97.3938
51,"(2, 3)",grassland,80.0214,116.2359,20.5541,42.6696,206.4029,116.6809
51,"(2, 4)",field,143.3873,118.1379,13.9399,23.4788,225.7407,143.4613
51,"(3, 0)",field,168.8659,139.6725,3.1497,24.7298,249.0517,168.9948
51,"(3, 1)",swamp,78.0592,66.9082,41.5694,27.4662,138.263,80.1803
51,"(3, 2)",lake,8.3297,59.9227,132.6606,102.9184,227.9781,134.3818
51,"(3, 3)",grassland,68.6615,108.6984,16.4126,44.2296,214.4448,108.9331
51,"(3, 4)",field,149.7877,124.1644,2.6759,24.6916,250.2055,149.7877
51,"(4, 0)",grassland,61.1883,70.5973,11.4622,34.1238,221.4416,79.9802
51,"(4, 1)",grassland,56.0026,84.4049,11.8618,42.0373,224.0162,85.949
51,"(4, 2)",grassland,60.3074,65.6011,25.7464,37.2201,187.3585,78.0621
51,"(4, 3)",grassland,51.6368,84.109,16.4792,44.7888,206.3039,84.3634
51,"(4, 4)",field,135.4729,112.8846,6.0315,24.4881,244.8229,135.4729
52,"(0, 0)",lake,17.9171,66.9501,139.3668,96.981,223.77,145.7693
52,"(0, 1)",swamp,79.0507,77.0895,67.8957,35.2614,69.2537,85.7241
52,"(0, 2)",field,165.005,146.646,13.9584,26.2179,232.9501,165.005
52,"(0, 3)",forest,37.7222,47.7561,27.9476,55.808,98.3153,48.4718
52,"(0, 4)",forest,36.5646,47.8584,28.9034,56.2456,98.7949,48.6909
52,"(1, 0)",field,141.6409,125.4579,28.9142,25.2835,196.4915,141.7154
52,"(1, 1)",field,152.8507,134.9018,20.6135,27.8233,219.6656,153.579
52,"(1, 2)",field,135.8342,126.0768,28.7542,40.3744,198.396,142.1333
52,"(1, 3)",field,164.442,144.0839,13.211,26.0061,233.738,164.4935
52,"(1, 4)",forest,47.814,54.1514,35.0481,46.2979,99.0885,55.7372
52,"(2, 0)",field,142.5257,125.078,25.8797,25.0488,203.5337,142.5826
52,"(2, 1)",field,153.522,135.7877,13.4398,27.2985,229.0445,153.6732
52,"(2, 2)",home,67.5912,67.8759,43.5561,46.2736,126.025,74.1981
52,"(2, 3)",field,161.9487,140.9053,15.0949,25.8834,229.8206,162.0469
52,"(2, 4)",forest,47.4962,54.3791,36.4251,48.1515,94.8858,55.9793
52,"(3, 0)",swamp,93.5591,88.342,75.9791,23.1853,52.8349,93.6712
52,"(3, 1)",mine,45.4409,41.7006,32.4515,58.11,59.3061,46.6314
52,"(3, 2)",mine,53.7045,46.7925,31.6487,51.4055,84.3895,54.5654
52,"(3, 3)",field,170.7994,149.179,9.1078,25.888,241.3861,170.7994
52,"(3, 4)",field,168.4864,147.5425,18.0933,25.6837,227.5516,168.4873
52,"(4, 0)",swamp,84.2197,74.3844,52.5515,21.7519,100.6564,84.2314
52,"(4, 1)",swamp,90.8965,86.8244,71.0303,25.815,66.7154,91.102
52,"(4, 2)",swamp,89.4676,82.5164,64.7377,22.3033,78.3703,89.5002
52,"(4, 3)",swamp,84.5728,76.4478,56.9111,24.4549,94.26,85.0625
52,"(4, 4)",swamp,105.1632,101.8933,93.4126,23.9619,33.0018,105.3183
53,"(0, 0)",field,153.8648,134.8769,8.9204,25.7633,238.5096,153.8707
53,"(0, 1)",lake,11.8847,59.3902,139.9436,101.3442,239.7326,146.3536
53,"(0, 2)",lake,26.0149,57.961,108.9971,91.5889,215.3502,122.1439
53,"(0, 3)",forest,34.2244,45.1348,27.5687,59.734,117.8271,47.7736
53,"(0, 4)",forest,39.0111,52.0741,41.7329,71.1623,82.5886,52.6248
53,"(1, 0)",field,157.1256,137.5284,8.4938,25.9261,240.5771,157.1373
53,"(1, 1)",forest,32.6278,44.2731,24.6502,55.622,115.9618,45.5475
53,"(1, 2)",mine,41.906,45.7496,48.972,78.4479,98.3757,58.6832
53,"(1, 3)",field,152.5772,138.2883,26.6024,29.8576,216.3394,156.4919
53,"(1, 4)",lake,4.4466,75.7083,178.1778,106.2635,245.433,178.7223
53,"(2, 0)",swamp,77.8223,73.4834,59.8167,26.7676,65.6366,78.3717
53,"(2, 1)",grassland,77.6966,117.5141,40.4202,46.1327,168.0192,117.7533
53,"(2, 2)",home,53.8525,54.8511,49.4238,64.9825,117.6275,66.6087
53,"(2, 3)",lake,5.6561,64.0849,157.4385,108.446,238.3569,157.6263
53,"(2, 4)",lake,3.388,75.4864,182.1813,108.0553,249.3693,182.1813
53,"(3, 0)",grassland,89.3338,98.472,44.6658,36.4777,148.2624,108.8379
53,"(3, 1)",grassland,74.2384,115.1567,38.1802,46.3058,171.1722,115.1936
